Gaussian Data Regression on four_sat (hybrid ECD / SNAP)
Methods: raw, readout_only, oracle_binomial, gdr_param, gdr_damped, gdr_mid, gdr_residual, gdr_afterburn, gdr_blend, gdr_select, gdr_full, scalar_cdr, zne_idle, readout_then_zne

Headline at κτ = 0.003  (readout_only vs gdr_param vs gdr_select vs oracle_binomial)

ecd  comprehensive             readout_realistic     raw.TVD=0.2250 dE=0.1476  readout_only.TVD=0.1852 dE=0.1135  oracle_binomial.TVD=0.1302 dE=0.0077  gdr_param.TVD=0.0986 dE=0.0165  gdr_select.TVD=0.0986 dE=0.0165
ecd    random     comprehensive             0.100 readout_realistic  gdr_param            0.3409   0.0417   0.0079
ecd    random     comprehensive             0.100 readout_realistic  gdr_damped           0.3414   0.0482   0.0086
ecd    random     comprehensive             0.100 readout_realistic  gdr_mid              0.3702   0.0544   0.0111
ecd    random     comprehensive             0.100 readout_realistic  gdr_residual         0.4554   0.0778   0.0010
ecd    random     comprehensive             0.100 readout_realistic  gdr_afterburn        0.4554   0.0778   0.0010
ecd    random     comprehensive             0.100 readout_realistic  gdr_blend            0.3371   0.0422   0.0084
ecd    random     comprehensive             0.100 readout_realistic  gdr_select           0.3405   0.0449   0.0083
ecd    random     comprehensive             0.100 readout_realistic  gdr_full             0.4822   0.0814   0.0162
ecd    random     comprehensive             0.100 readout_realistic  scalar_cdr             —      0.0621     —   
ecd    random     comprehensive             0.100 readout_realistic  zne_idle             0.4010   0.0301   0.0078
ecd    random     comprehensive             0.100 readout_realistic  readout_then_zne     0.4094   0.0325   0.0074
ecd    optimized  comprehensive             0.003 readout_realistic  raw                  0.2250   0.1476   0.1446
ecd    optimized  comprehensive             0.003 readout_realistic  readout_only         0.1852   0.1135   0.1119
ecd    optimized  comprehensive             0.003 readout_realistic  oracle_binomial      0.1302   0.0077   0.0114
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_param            0.0986   0.0165   0.0105
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_damped           0.0995   0.0095   0.0140
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_mid              0.0964   0.0184   0.0125
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_residual         0.1181   0.0255   0.0208
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_afterburn        0.1181   0.0255   0.0208
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_blend            0.0983   0.0129   0.0072
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_select           0.0986   0.0165   0.0105
ecd    optimized  comprehensive             0.003 readout_realistic  gdr_full             0.1192   0.0139   0.0077
ecd    optimized  comprehensive             0.003 readout_realistic  scalar_cdr             —      0.0061     —   
ecd    optimized  comprehensive             0.003 readout_realistic  zne_idle             0.2305   0.0972   0.0848
ecd    optimized  comprehensive             0.003 readout_realistic  readout_then_zne     0.1994   0.0681   0.0564
ecd    optimized  comprehensive             0.030 readout_realistic  raw                  0.5167   0.3876   0.3696
ecd    optimized  comprehensive             0.030 readout_realistic  readout_only         0.5070   0.3777   0.3604
ecd    optimized  comprehensive             0.030 readout_realistic  oracle_binomial      0.8496   0.5225   0.5076
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_param            0.6129   0.3214   0.3204
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_damped           0.5234   0.3467   0.3384
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_mid              0.4030   0.1411   0.1361
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_residual         0.8131   0.5008   0.4953
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_afterburn        0.8131   0.5008   0.4953
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_blend            0.6222   0.3314   0.3297
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_select           0.6129   0.3214   0.3204
ecd    optimized  comprehensive             0.030 readout_realistic  gdr_full             0.6852   0.3830   0.3864
ecd    optimized  comprehensive             0.030 readout_realistic  scalar_cdr             —      0.3948     —   
ecd    optimized  comprehensive             0.030 readout_realistic  zne_idle             0.4473   0.2945   0.2821
ecd    optimized  comprehensive             0.030 readout_realistic  readout_then_zne     0.4366   0.2814   0.2686
ecd    optimized  comprehensive             0.100 readout_realistic  raw                  0.6427   0.5298   0.4686
ecd    optimized  comprehensive             0.100 readout_realistic  readout_only         0.6454   0.5283   0.4666
ecd    optimized  comprehensive             0.100 readout_realistic  oracle_binomial      0.9861   0.4991   0.5076
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_param            0.9122   0.4991   0.5076
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_damped           0.7635   0.5108   0.4912
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_mid              0.9273   0.4991   0.5076
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_residual         0.9712   0.4991   0.5076
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_afterburn        0.9712   0.4991   0.5076
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_blend            0.9122   0.4991   0.5076
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_select           0.9122   0.4991   0.5076
ecd    optimized  comprehensive             0.100 readout_realistic  gdr_full             0.8697   0.5054   0.4907
ecd    optimized  comprehensive             0.100 readout_realistic  scalar_cdr             —      0.5167     —   
ecd    optimized  comprehensive             0.100 readout_realistic  zne_idle             0.6586   0.4695   0.4442
ecd    optimized  comprehensive             0.100 readout_realistic  readout_then_zne     0.6626   0.4679   0.4424
